Kingdom,Phylum,Subphylum,Superclass,Subsuperclass,Class,Infraclass,Superorder,Order,Family,Genus,Species,Annotation_level,QMIC1955_COI_QU39-2017,QMIC1956_COI_QU39-2017,QMIC1957_COI_QU39-2017,QMIC1958_COI_QU39-2017,QMIC1959_COI_QU39-2017,QMIC1965_COI_QU39-2017,QMIC1966_COI_QU39-2017,QMIC1967_COI_QU39-2017,QMIC1968_COI_QU39-2017,QMIC1969_COI_QU39-2017,QMIC1975_COI_QU39-2017,QMIC1976_COI_QU39-2017,QMIC1977_COI_QU39-2017,QMIC1978_COI_QU39-2017,QMIC1979_COI_QU39-2017,QMIC1985_COI_QU39-2017,QMIC1986_COI_QU39-2017,QMIC1987_COI_QU39-2017,QMIC1988_COI_QU39-2017,QMIC1989_COI_QU39-2017,QMIC1995_COI_QU39-2017,QMIC1996_COI_QU39-2017,QMIC1997_COI_QU39-2017,QMIC1998_COI_QU39-2017,QMIC1999_COI_QU39-2017,QMIC2005_COI_QU39-2017,QMIC2006_COI_QU39-2017,QMIC2007_COI_QU39-2017,QMIC2008_COI_QU39-2017,QMIC2009_COI_QU39-2017,QMIC2015_COI_QU39-2017,QMIC2016_COI_QU39-2017,QMIC2017_COI_QU39-2017,QMIC2018_COI_QU39-2017,QMIC2019_COI_QU39-2017,QMIC2025_COI_QU39-2017,QMIC2026_COI_QU39-2017,QMIC2027_COI_QU39-2017,QMIC2028_COI_QU39-2017,QMIC2029_COI_QU39-2017,QMIC2035_COI_QU39-2017,QMIC2036_COI_QU39-2017,QMIC2037_COI_QU39-2017,QMIC2038_COI_QU39-2017,QMIC2039_COI_QU39-2017,QMIC2045_COI_QU39-2017,QMIC2046_COI_QU39-2017,QMIC2047_COI_QU39-2017,QMIC2048_COI_QU39-2017,QMIC2049_COI_QU39-2017,QMIC2055_COI_QU39-2017,QMIC2056_COI_QU39-2017,QMIC2057_COI_QU39-2017,QMIC2058_COI_QU39-2017,QMIC2059_COI_QU39-2017,QMIC2065_COI_QU39-2017,QMIC2066_COI_QU39-2017,QMIC2067_COI_QU39-2017,QMIC2068_COI_QU39-2017,QMIC2069_COI_QU39-2017,QMIC2075_COI_QU39-2017,QMIC2076_COI_QU39-2017,QMIC2077_COI_QU39-2017,QMIC2078_COI_QU39-2017,QMIC2079_COI_QU39-2017,QMIC2085_COI_QU39-2017,QMIC2086_COI_QU39-2017,QMIC2087_COI_QU39-2017,QMIC2088_COI_QU39-2017,QMIC2089_COI_QU39-2017,QMIC2095_COI_QU39-2017,QMIC2096_COI_QU39-2017,QMIC2097_COI_QU39-2017,QMIC2098_COI_QU39-2017,QMIC2099_COI_QU39-2017,QMIC2102_COI_QU39-2017,QMIC2105_COI_QU39-2017,QMIC2106_COI_QU39-2017,QMIC2108_COI_QU39-2017,QMIC2109_COI_QU39-2017,QMIC2115_COI_QU39-2017,QMIC2116_COI_QU39-2017,QMIC2117_COI_QU39-2017,QMIC2118_COI_QU39-2017,QMIC2119_COI_QU39-2017,QMIC2125_COI_QU39-2017,QMIC2126_COI_QU39-2017,QMIC2127_COI_QU39-2017,QMIC2128_COI_QU39-2017,QMIC2129_COI_QU39-2017,QMIC2135_COI_QU39-2017,QMIC2136_COI_QU39-2017,QMIC2137_COI_QU39-2017,QMIC2138_COI_QU39-2017,QMIC2139_COI_QU39-2017,QMIC2145_COI_QU39-2017,QMIC2146_COI_QU39-2017,QMIC2147_COI_QU39-2017,QMIC2148_COI_QU39-2017,QMIC2149_COI_QU39-2017,QMIC2155_COI_QU39-2017,QMIC2156_COI_QU39-2017,QMIC2157_COI_QU39-2017,QMIC2158_COI_QU39-2017,QMIC2159_COI_QU39-2017,QMIC2174_COI_QU39-2017,QMIC2175_COI_QU39-2017,QMIC2176_COI_QU39-2017,QMIC2177_COI_QU39-2017,QMIC2178_COI_QU39-2017,QMIC2184_COI_QU39-2017,QMIC2185_COI_QU39-2017,QMIC2186_COI_QU39-2017,QMIC2187_COI_QU39-2017,QMIC2188_COI_QU39-2017,QMIC2193_COI_QU39-2017,QMIC2194_COI_QU39-2017,QMIC2195_COI_QU39-2017,QMIC2196_COI_QU39-2017,QMIC2197_COI_QU39-2017,QMIC2203_COI_QU39-2017,QMIC2204_COI_QU39-2017,QMIC2205_COI_QU39-2017,QMIC2206_COI_QU39-2017,QMIC2207_COI_QU39-2017,QMIC2213_COI_QU39-2017,QMIC2214_COI_QU39-2017,QMIC2215_COI_QU39-2017,QMIC2216_COI_QU39-2017,QMIC2217_COI_QU39-2017,QMIC2223_COI_QU39-2017,QMIC2224_COI_QU39-2017,QMIC2225_COI_QU39-2017,QMIC2226_COI_QU39-2017,QMIC2227_COI_QU39-2017,QMIC2233_COI_QU39-2017,QMIC2234_COI_QU39-2017,QMIC2235_COI_QU39-2017,QMIC2236_COI_QU39-2017,QMIC2237_COI_QU39-2017,QMIC2243_COI_QU39-2017,QMIC2244_COI_QU39-2017,QMIC2245_COI_QU39-2017,QMIC2246_COI_QU39-2017,QMIC2247_COI_QU39-2017,QMIC2253_COI_QU39-2017,QMIC2254_COI_QU39-2017,QMIC2255_COI_QU39-2017,QMIC2256_COI_QU39-2017,QMIC2257_COI_QU39-2017,QMIC2263_COI_QU39-2017,QMIC2264_COI_QU39-2017,QMIC2265_COI_QU39-2017,QMIC2266_COI_QU39-2017,QMIC2267_COI_QU39-2017,QMIC2274_COI_QU39-2017,QMIC2275_COI_QU39-2017,QMIC2276_COI_QU39-2017,QMIC2277_COI_QU39-2017,QMIC2278_COI_QU39-2017,QMIC2284_COI_QU39-2017,QMIC2285_COI_QU39-2017,QMIC2286_COI_QU39-2017,QMIC2287_COI_QU39-2017,QMIC2288_COI_QU39-2017,QMIC2294_COI_QU39-2017,QMIC2295_COI_QU39-2017,QMIC2296_COI_QU39-2017,QMIC2297_COI_QU39-2017,QMIC2298_COI_QU39-2017,QMIC2310_COI_QU39-2017,QMIC2311_COI_QU39-2017,QMIC2313_COI_QU39-2017,QMIC2314_COI_QU39-2017,QMIC2326_COI_QU39-2017,QMIC2327_COI_QU39-2017,QMIC2328_COI_QU39-2017,QMIC2329_COI_QU39-2017,QMIC2330_COI_QU39-2017,QMIC2336_COI_QU39-2017,QMIC2337_COI_QU39-2017,QMIC2338_COI_QU39-2017,QMIC2339_COI_QU39-2017,QMIC2340_COI_QU39-2017,QMIC2346_COI_QU39-2017,QMIC2347_COI_QU39-2017,QMIC2348_COI_QU39-2017,QMIC2349_COI_QU39-2017,QMIC2350_COI_QU39-2017,QMIC2356_COI_QU39-2017,QMIC2357_COI_QU39-2017,QMIC2358_COI_QU39-2017,QMIC2359_COI_QU39-2017,QMIC2360_COI_QU39-2017,QMIC2366_COI_QU39-2017,QMIC2367_COI_QU39-2017,QMIC2368_COI_QU39-2017,QMIC2369_COI_QU39-2017,QMIC2370_COI_QU39-2017,QMIC2372_COI_QU39-2017,QMIC2374_COI_QU39-2017,QMIC2376_COI_QU39-2017,QMIC2378_COI_QU39-2017,QMIC2380_COI_QU39-2017,QMIC2386_COI_QU39-2017,QMIC2387_COI_QU39-2017,QMIC2388_COI_QU39-2017,QMIC2389_COI_QU39-2017,QMIC2390_COI_QU39-2017,QMIC2396_COI_QU39-2017,QMIC2397_COI_QU39-2017,QMIC2398_COI_QU39-2017,QMIC2399_COI_QU39-2017,QMIC2400_COI_QU39-2017,QPK1506-EtOH_COI_QU39-2017,QPK1506-bulk_COI_QPKbulk_2017,QPK1512-EtOH_COI_QU39-2017,QPK1512-bulk_COI_QPKbulk_2017,QPK1530-bulk_COI_QPKbulk_2017,QPK1534-EtOH_COI_QU39-2017,QPK1534-bulk_COI_QPKbulk_2017,QPK1558-EtOH_COI_QU39-2017,QPK1558-bulk_COI_QPKbulk_2017,QPK1569-EtOH_COI_QU39-2017,QPK1569-bulk_COI_QPKbulk_2017,QPK1576-EtOH_COI_QU39-2017,QPK1576-bulk_COI_QPKbulk_2017,QPK1593-EtOH_COI_QU39-2017,QPK1593-bulk_COI_QPKbulk_2017,QPK1600-EtOH_COI_QU39-2017,QPK1600-bulk_COI_QPKbulk_2017,QPK1613-EtOH_COI_QU39-2017,QPK1613-bulk_COI_QPKbulk_2017,QPK1621-EtOH_COI_QU39-2017,QPK1621-bulk_COI_QPKbulk_2017,QPK1629-EtOH_COI_QU39-2017,QPK1629-bulk_COI_QPKbulk_2017,QPK1640-bulk_COI_QPKbulk_2017,QPK1652-EtOH_COI_QU39-2017,QPK1652-bulk_COI_QPKbulk_2017,QPK1664-EtOH_COI_QU39-2017,QPK1664-bulk_COI_QPKbulk_2017,QPK1670-EtOH_COI_QU39-2017,QPK1670-bulk_COI_QPKbulk_2017,QPK1678-EtOH_COI_QU39-2017,QPK1678-bulk_COI_QPKbulk_2017,QPK1696-EtOH_COI_QU39-2017,QPK1696-bulk_COI_QPKbulk_2017,QPK1713-EtOH_COI_QU39-2017,QPK1713-bulk_COI_QPKbulk_2017,QPK1727-EtOH_COI_QU39-2017,QPK1727-bulk_COI_QPKbulk_2017,QPK1737-bulk_COI_QPKbulk_2017,QPK962-EtOH_COI_QU39-2017,QPK962-bulk_COI_QPKbulk_2017,QPK979-bulk_COI_QPKbulk_2017,QPK988-EtOH_COI_QU39-2017
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Pandalidae,Pandalus,Pandalus tridens,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Panopeidae,Lophopanopeus,Lophopanopeus bellus,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea pacifica,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1525,0,0,0,0,116,0,0,0,0,0,0,0,385,0,0,0,0,0,22,0,0,0,0,10,27,0,0,0,0,0,54,0,0,0,0,183,545,0,0,0,45
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Sergestidae,Eusergestes,Eusergestes similis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,27,24,6,195,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,346,72,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Thoridae,Eualus,Eualus avinus,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Thoridae,Eualus,Eualus subtilis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,18,46,10,160,25,97,0,0,0,51,133,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Decapoda,Thoridae,Spirontocaris,Spirontocaris holmesi,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,1835,0,305,0,0,0,0,103,1150,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Euphausiacea,Euphausiidae,Euphausia,Euphausia pacifica,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,281,0,1045,0,0,0,5,1531,0,0,56,0,479,0,0,12,8,3030,414,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3548,1020,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,25,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,324,28,7,71,626,11,1619,1049,4938,312,21261,737,17682,158,5955,40,1641,752,53891,286,31461,91,140508,53007,2,50,10,51,83,9660,0,882,95,7244,1172,105,49,135,185,22,175,4283,319
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Euphausiacea,Euphausiidae,Nematoscelis,Nematoscelis difficilis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,127,7
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Euphausiacea,Euphausiidae,Thysanoessa,Thysanoessa longipes,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Eucarida,Euphausiacea,Euphausiidae,Thysanoessa,Thysanoessa spinifera,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Peracarida,Amphipoda,Calliopiidae,Calliopius,Calliopius pacificus,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4551,0,0,0,250,0,105,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Peracarida,Amphipoda,Caprellidae,Caprella,Caprella laeviuscula,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Peracarida,Amphipoda,Caprellidae,Caprella,Caprella mutica,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eumalacostraca_EXT,Peracarida,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,361,106,42,127,114,32,34,0,0,773,1790,27,0,14,4704,89,3741,18,174,55,334,7,2673,1110,8,119,38,7561,56,738,0,11,134,33,0,55,256,58,3,0,98,1151,177
